"upload_date","country_name","country_code","year","supra_reg","fishing_tech","vessel_length","geo_indicator","cluster_name","fs_name","variable_group","variable_name","variable_code","value","unit","fromtable","framework","template_name","gear","fishery","activity"
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Capacity","Number of vessels","totves",4,"number","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Capacity","Number of vessels","totves",113,"number","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Capacity","Number of vessels","totves",550,"number","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Capacity","Number of vessels","totves",171,"number","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Capacity","Number of vessels","totves",1022,"number","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Capacity","Total vessel power","totkw",5773,"kW","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Capacity","Total vessel power","totkw",9328.15,"kW","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Capacity","Total vessel power","totkw",150745.37,"kW","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Capacity","Total vessel power","totkw",74167.17,"kW","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Capacity","Total vessel power","totkw",148576.61,"kW","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Capacity","Total vessel tonnage","totgt",2106,"GT","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Capacity","Total vessel tonnage","totgt",727,"GT","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Capacity","Total vessel tonnage","totgt",32679,"GT","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Capacity","Total vessel tonnage","totgt",22890,"GT","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Capacity","Total vessel tonnage","totgt",20011,"GT","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Capacity","Mean LOA of vessels","avgloa",46.33,"metre","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Capacity","Mean LOA of vessels","avgloa",10.82,"metre","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Capacity","Mean LOA of vessels","avgloa",20.64,"metre","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Capacity","Mean LOA of vessels","avgloa",27.28,"metre","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Capacity","Mean LOA of vessels","avgloa",14.45,"metre","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Capacity","Mean age of vessels","avgage",27.25,"year","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Capacity","Mean age of vessels","avgage",38.47,"year","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Capacity","Mean age of vessels","avgage",34.3,"year","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Capacity","Mean age of vessels","avgage",29.75,"year","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Capacity","Mean age of vessels","avgage",30.75,"year","map_fs","map","map_capacity",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Effort","Fishing days","totfishdays",639,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Effort","Fishing days","totfishdays",11860,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Effort","Fishing days","totfishdays",82788,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Effort","Fishing days","totfishdays",26965,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Effort","Fishing days","totfishdays",129944,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Effort","Days at sea","totseadays",639,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Effort","Days at sea","totseadays",11692,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Effort","Days at sea","totseadays",82788,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Effort","Days at sea","totseadays",26984,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1218","NGI",NA,"ITA MBS DTS1218 NGI","Effort","Days at sea","totseadays",129944,"day","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"OFR","DTS","VL40XX","IWE",NA,"ITA OFR DTS40XX IWE","Effort","kW fishing days","totkwfishdays",912260.5,"kWday","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL0612","NGI",NA,"ITA MBS DTS0612 NGI","Effort","kW fishing days","totkwfishdays",963446.26,"kWday","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL1824","NGI",NA,"ITA MBS DTS1824 NGI","Effort","kW fishing days","totkwfishdays",22566018.99,"kWday","map_fs","map","map_fs",NA,NA,NA
45012,"Italy","ITA",2021,"MBS","DTS","VL2440","NGI",NA,"ITA MBS DTS2440 NGI","Effort","kW fishing days","totkwfishdays",11670624.45,"kWday","map_fs","map","map_fs",NA,NA,NA
